game,score,steps,duration_sec,reason
474,1,1123,9.83,hunger
475,4,1432,12.209,hunger
476,0,640,5.488,hunger
477,0,640,5.467,hunger
478,0,640,5.413,hunger
479,1,673,5.747,hunger
480,0,640,5.463,hunger
481,0,640,5.444,hunger
482,0,640,5.44,hunger
483,0,640,5.8,hunger
484,0,640,5.462,hunger
485,0,640,5.453,hunger
486,0,640,5.442,hunger
487,3,1101,9.338,hunger
488,0,640,5.436,hunger
489,0,640,5.449,hunger
490,1,1197,10.184,hunger
491,0,640,5.447,hunger
492,0,640,5.54,hunger
493,1,657,5.57,hunger
494,0,640,5.424,hunger
495,2,688,5.869,hunger
496,16,3054,26.214,hunger
497,0,640,5.434,hunger
498,3,865,7.404,hunger
499,0,640,5.503,hunger
500,0,640,5.453,hunger
501,0,640,5.5,hunger
502,19,2024,17.361,self
503,2,765,6.559,hunger
504,0,640,5.544,hunger
505,0,640,5.475,hunger
506,1,649,5.576,hunger
507,0,640,5.521,hunger
508,0,640,5.473,hunger
509,0,640,5.562,hunger
510,0,640,5.458,hunger
511,1,1231,10.589,hunger
512,0,640,5.496,hunger
513,0,640,5.468,hunger
514,0,640,5.488,hunger
515,15,2254,19.3,self
516,0,640,5.465,hunger
517,0,640,5.551,hunger
518,0,640,5.58,hunger
519,2,683,5.825,hunger
520,2,1635,13.999,hunger
521,2,661,5.639,hunger
522,0,640,5.493,hunger
523,0,640,5.486,hunger
524,4,1354,11.548,hunger
525,1,655,5.579,hunger
526,0,640,5.734,hunger
527,2,736,6.325,hunger
528,1,648,5.549,hunger
529,0,640,5.445,hunger
530,0,640,5.459,hunger
531,0,640,5.431,hunger
532,26,3816,32.477,hunger
533,1,662,5.637,hunger
534,1,681,5.861,hunger
535,1,1233,10.69,hunger
536,1,1238,10.531,hunger
537,0,640,5.549,hunger
538,0,640,5.667,hunger
539,0,640,5.452,hunger
540,0,640,5.439,hunger
541,0,640,5.46,hunger
542,0,640,5.465,hunger
543,0,640,5.509,hunger
544,0,640,5.461,hunger
545,0,640,5.45,hunger
546,0,640,5.495,hunger
547,14,2196,18.819,hunger
548,1,648,5.566,hunger
549,0,640,5.474,hunger
550,0,640,5.592,hunger
551,1,671,5.779,hunger
552,0,640,5.479,hunger
553,1,645,5.656,hunger
554,0,640,5.47,hunger
555,0,640,5.497,hunger
556,0,640,5.461,hunger
557,0,640,5.569,hunger
558,1,648,5.513,hunger
559,1,1224,10.433,hunger
560,0,640,5.653,hunger
561,2,687,5.928,hunger
562,0,640,5.485,hunger
563,1,662,5.657,hunger
564,2,1036,8.839,hunger
565,2,1052,9.041,hunger
566,0,640,5.456,hunger
567,0,640,5.425,hunger
568,0,640,5.453,hunger
569,0,640,5.448,hunger
570,0,640,5.478,hunger
571,4,984,8.383,hunger
572,0,640,5.461,hunger
573,0,640,5.488,hunger
574,0,640,5.451,hunger
575,1,1232,10.5,hunger
576,1,1175,10.015,hunger
577,0,640,5.486,hunger
578,20,4378,37.689,hunger
579,0,640,5.613,hunger
580,0,640,5.436,hunger
581,3,1089,9.276,hunger
582,0,640,5.467,hunger
583,0,640,5.503,hunger
584,0,640,5.44,hunger
585,0,640,5.474,hunger
586,8,1744,14.889,hunger
587,13,3659,33.885,hunger
588,2,676,7.94,hunger
589,0,640,6.147,hunger
590,0,640,5.863,hunger
591,0,640,5.739,hunger
592,0,640,5.819,hunger
593,1,646,5.846,hunger
594,11,1883,17.183,hunger
595,0,640,5.966,hunger
596,0,640,5.971,hunger
597,0,640,5.782,hunger
598,0,640,5.856,hunger
599,0,640,5.785,hunger
600,1,1275,11.68,hunger
601,0,640,5.949,hunger
602,4,1886,17.321,hunger
603,0,640,5.829,hunger
604,2,1281,11.805,hunger
605,0,640,5.901,hunger
606,4,1830,15.784,hunger
607,0,640,5.594,hunger
608,0,640,5.678,hunger
609,3,924,7.994,hunger
610,0,640,5.496,hunger
611,0,640,5.546,hunger
612,0,640,5.508,hunger
613,0,640,5.488,hunger
614,3,1512,12.931,hunger
615,0,640,5.473,hunger
616,0,640,5.456,hunger
617,1,643,5.488,hunger
618,0,640,5.489,hunger
619,4,1105,9.467,hunger
620,0,640,5.501,hunger
621,2,711,6.06,hunger
622,0,640,5.777,hunger
623,0,640,5.436,hunger
624,0,640,5.482,hunger
625,10,1202,10.257,self
626,2,1249,11.612,hunger
627,0,640,5.564,hunger
628,0,640,5.46,hunger
629,0,640,5.474,hunger
630,0,640,5.559,hunger
631,0,640,5.495,hunger
632,0,640,5.521,hunger
633,0,640,5.479,hunger
634,0,640,5.461,hunger
635,0,640,5.578,hunger
636,0,640,5.568,hunger
637,2,672,5.756,hunger
638,0,640,5.504,hunger
639,0,640,5.471,hunger
640,0,640,5.46,hunger
641,0,640,5.449,hunger
642,19,3391,29.018,self
643,0,640,5.458,hunger
644,1,745,6.542,hunger
645,0,640,5.451,hunger
646,0,640,5.491,hunger
647,0,640,5.491,hunger
648,20,2804,23.908,hunger
649,0,640,5.542,hunger
650,9,1826,15.79,hunger
651,0,640,5.565,hunger
652,0,640,5.721,hunger
653,3,1103,9.402,hunger
654,35,3603,30.835,self
655,0,640,5.535,hunger
656,0,640,5.486,hunger
657,0,640,5.466,hunger
658,0,640,5.478,hunger
659,0,640,5.476,hunger
660,0,640,5.462,hunger
661,0,640,5.582,hunger
662,1,648,5.554,hunger
663,0,640,5.504,hunger
664,0,640,5.506,hunger
665,0,640,5.689,hunger
666,3,849,7.288,hunger
667,0,640,5.517,hunger
668,0,640,5.612,hunger
669,0,640,5.788,hunger
670,0,640,5.601,hunger
671,0,640,5.458,hunger
672,0,640,7.357,hunger
673,6,874,8.256,hunger
674,12,2767,26.707,hunger
675,38,4669,39.678,hunger
676,0,640,5.355,hunger
677,0,640,5.364,hunger
678,0,640,5.423,hunger
679,0,640,6.376,hunger
680,3,1804,15.04,hunger
681,0,640,5.327,hunger
682,16,3024,25.191,hunger
683,0,640,5.318,hunger
684,0,640,5.376,hunger
685,2,755,7.325,hunger
686,0,640,6.52,hunger
687,0,640,7.353,hunger
688,0,640,5.725,hunger
689,0,640,6.772,hunger
690,0,640,5.38,hunger
691,1,662,6.272,hunger
692,0,640,6.372,hunger
693,0,640,5.329,hunger
694,1,1217,10.245,hunger
695,0,640,6.589,hunger
696,0,640,5.356,hunger
697,0,640,5.934,hunger
698,0,640,5.363,hunger
699,0,640,5.336,hunger
700,0,640,5.328,hunger
701,0,640,5.363,hunger
702,0,640,5.959,hunger
703,0,640,5.336,hunger
704,0,640,5.333,hunger
705,0,640,5.448,hunger
706,0,640,6.683,hunger
707,10,1287,12.244,hunger
708,18,2912,26.408,hunger
709,1,660,5.531,hunger
710,0,640,5.338,hunger
711,2,709,5.976,hunger
712,0,640,5.409,hunger
713,0,640,5.444,hunger
714,0,640,5.399,hunger
715,0,640,5.408,hunger
716,0,640,5.407,hunger
717,0,640,5.447,hunger
718,12,1088,9.311,self
719,13,3354,28.458,hunger
720,0,640,5.448,hunger
721,0,640,5.43,hunger
722,0,640,5.477,hunger
723,0,640,5.541,hunger
724,0,640,5.505,hunger
725,0,640,5.7,hunger
